City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,wajima,37.4,136.9,279.51,51,7,7.82,JP,1680978879
367,manakara,-22.1333,48.0167,296.61,91,100,1.51,MG,1680979096
368,puerto colombia,10.9878,-74.9547,305.2,77,29,8.03,CO,1680979097
369,mechetinskaya,46.7713,40.456,284.79,85,100,2.82,RU,1680979097
370,locri,38.2414,16.2623,284.99,64,100,2.39,IT,1680979097
371,jiancheng,30.391,104.5491,288.01,72,86,0.83,CN,1680979098
372,tevaitoa,-16.7833,-151.5,301.55,76,55,9.47,PF,1680979098
373,dayong,25.0209,118.2898,286.36,72,7,0.67,CN,1680979098
374,aguimes,27.9054,-15.4461,291.85,60,75,7.72,ES,1680979061
375,valdez,1.2492,-78.9831,301.12,73,100,4.3,EC,1680979099
376,carutapera,-1.195,-46.02,300.76,76,95,2.67,BR,1680979100
377,merauke,-8.4667,140.3333,299.28,86,100,1.67,ID,1680979101
378,ambon,-3.6954,128.1814,297.23,94,20,4.06,ID,1680978924
379,biga,40.2281,27.2422,281.4,92,100,2.3,TR,1680979101
380,high level,58.5169,-117.136,281.21,46,40,3.6,CA,1680978901
381,kilindoni,-7.9139,39.6668,300.73,78,89,4.1,TZ,1680979102
382,summerside,46.3959,-63.7876,274.64,44,99,6.69,CA,1680979102
383,oktyabrskoye,43.0645,44.7417,280.23,93,100,3.0,RU,1680979102
384,labuhan,-6.8844,112.2051,298.53,85,100,3.36,ID,1680979102
385,margate,51.3813,1.3862,283.09,84,98,0.89,GB,1680978929
386,cidreira,-30.1811,-50.2056,294.34,79,100,5.35,BR,1680978773
387,belmonte,-15.8631,-38.8828,301.04,71,94,4.11,BR,1680978892
388,nola,40.922,14.5329,284.06,85,100,1.33,IT,1680979105
389,lorengau,-2.0226,147.2712,299.08,88,100,5.2,PG,1680978897
390,nelson bay,-32.7167,152.15,290.93,64,0,7.6,AU,1680978940
391,la reforma,25.0833,-108.05,301.1,24,0,4.78,MX,1680979105
392,kutum,14.2,24.6667,300.61,12,5,4.14,SD,1680979105
393,kavaratti,10.5669,72.642,301.07,73,0,1.94,IN,1680978888
394,japura,-0.3167,102.35,296.17,98,91,0.61,ID,1680979107
395,romny,50.751,33.4747,283.28,75,100,3.21,UA,1680979107
396,sitka,57.0531,-135.33,282.09,57,75,6.69,US,1680978888
397,iskilip,40.7353,34.4739,281.93,61,100,2.38,TR,1680979107
398,abonnema,4.7084,6.7931,300.57,81,100,3.48,NG,1680979107
399,praia da vitoria,38.7333,-27.0667,290.29,63,20,6.12,PT,1680979108
400,ust-tsilma,65.441,52.1498,274.22,90,100,4.48,RU,1680979108
401,bowling green,36.9903,-86.4436,286.11,38,0,6.17,US,1680978898
402,sovetskiy,61.3614,63.5842,273.36,95,100,2.33,RU,1680979109
403,chara,56.9064,118.2631,255.17,73,23,1.64,RU,1680979109
404,santona,43.4439,-3.4576,291.32,75,95,3.12,ES,1680978910
405,esperance,-33.8667,121.9,287.94,87,91,4.7,AU,1680978858
406,liseleje,56.0053,11.9483,282.73,81,26,2.24,DK,1680979110
407,opuwo,-18.0607,13.84,296.12,53,100,2.21,,1680979110
408,hirara,24.8,125.2833,291.3,63,100,5.66,JP,1680978965
409,srandakan,-7.9386,110.2506,297.06,90,100,1.6,ID,1680979111
410,arvika,59.6553,12.5852,280.49,92,89,1.76,SE,1680979111
411,codrington,-38.2667,141.9667,285.46,67,100,7.79,AU,1680978860
412,altamont,42.2068,-121.7372,282.81,59,40,3.13,US,1680978825
413,hobyo,5.3505,48.5268,301.4,69,3,5.48,SO,1680979112
414,athabasca,54.7169,-113.2854,279.38,80,75,1.91,CA,1680979113
415,kemijarvi,66.7131,27.4306,273.21,91,100,2.43,FI,1680979113
416,camana,-16.6228,-72.7111,298.31,67,8,3.39,PE,1680979113
417,bandarbeyla,9.4942,50.8122,300.93,74,13,5.08,SO,1680979114
418,sabha,27.0377,14.4283,297.27,18,93,5.76,LY,1680978846
419,faanui,-16.4833,-151.75,301.62,76,49,9.66,PF,1680978877
420,babstovo,48.1167,132.4833,273.73,73,0,1.42,RU,1680979114
421,tomatlan,19.9333,-105.25,306.66,26,4,4.88,MX,1680979115
422,sulangan,11.1373,123.7228,299.94,82,100,8.77,PH,1680979115
423,bentiu,9.2333,29.8333,305.79,25,67,2.58,SS,1680979115
424,hay river,60.8156,-115.7999,279.14,70,100,4.12,CA,1680978959
425,kristiansund,63.1115,7.732,281.18,75,20,2.57,NO,1680979115
426,laguna,38.421,-121.4238,291.27,53,20,1.34,US,1680978681
427,stromness,58.965,-3.296,280.13,85,6,8.49,GB,1680978847
428,smithers,54.7804,-127.1743,281.33,49,75,5.14,CA,1680979116
429,guymon,36.6828,-101.4816,295.15,15,0,8.23,US,1680979117
430,caravelas,-17.7125,-39.2481,301.3,67,19,4.05,BR,1680979117
431,muroto,33.2833,134.15,285.21,48,0,4.2,JP,1680979118
432,kalmar,56.6616,16.3616,278.11,82,34,4.92,SE,1680979099
433,lulea,65.5842,22.1547,276.19,81,100,0.0,SE,1680979118
434,pirgos,35.1167,25.7178,286.83,78,83,2.36,GR,1680979119
435,ukiah,39.1502,-123.2078,287.8,69,100,1.54,US,1680979119
436,daru,-9.0763,143.2092,297.85,91,100,1.95,PG,1680978931
437,adwa,14.1646,38.8955,293.22,43,64,1.05,ET,1680979119
438,oriximina,-1.7656,-55.8661,301.72,75,100,1.17,BR,1680979120
439,onokhoy,51.932,108.0747,272.01,80,71,1.68,RU,1680979120
440,westport,41.1415,-73.3579,285.63,28,0,3.09,US,1680979120
441,chicama,-7.8447,-79.1469,302.45,57,100,4.76,PE,1680979121
442,padang,-0.9492,100.3543,297.91,84,99,1.55,ID,1680979121
443,klaksvik,62.2266,-6.589,281.66,89,85,12.19,FO,1680978928
444,luderitz,-26.6481,15.1594,288.88,66,83,13.1,,1680978908
445,gamba,-2.65,10.0,300.07,83,100,3.0,GA,1680978943
446,abong mbang,3.9833,13.1833,293.86,98,100,0.43,CM,1680979122
447,katherine,-14.4667,132.2667,298.33,94,97,2.57,AU,1680978923
448,mmathubudukwane,-24.6,26.4333,296.83,30,3,1.6,BW,1680979122
449,reconquista,-29.15,-59.65,300.46,37,0,3.73,AR,1680979123
450,tiarei,-17.5333,-149.3333,302.16,77,38,9.48,PF,1680979123
451,harper,4.375,-7.7169,300.35,81,100,3.32,LR,1680978879
452,tchollire,8.4022,14.1698,306.66,23,73,1.34,CM,1680979123
453,nayoro,44.3506,142.4578,275.44,99,100,1.92,JP,1680979123
454,tomari,47.7658,142.0683,270.79,87,32,4.6,RU,1680979123
455,filadelfia,39.9523,-75.1638,284.98,30,75,3.6,US,1680978958
456,salaspils,56.8601,24.3654,282.99,61,93,2.24,LV,1680979124
457,bahia blanca,-38.7196,-62.2724,302.5,27,29,5.82,AR,1680979124
458,san andres,12.5847,-81.7006,303.16,66,40,5.66,CO,1680978919
459,varde,55.6211,8.4807,284.8,67,52,1.54,DK,1680979124
460,takhtamygda,54.1,123.5667,268.21,95,100,2.32,RU,1680979124
461,peniche,39.3558,-9.3811,290.13,75,71,4.43,PT,1680979125
462,mana,5.6592,-53.7767,301.27,63,71,3.98,GF,1680979125
463,benjamin aceval,-24.9667,-57.5667,302.37,34,0,2.05,PY,1680979125
464,kitangari,-10.65,39.3333,294.6,99,100,1.43,TZ,1680979125
465,yulara,-25.2406,130.9889,292.04,43,2,4.72,AU,1680978950
466,santiago del estero,-27.7951,-64.2615,302.62,45,65,4.09,AR,1680979126
467,chalus,36.655,51.4204,287.85,82,75,15.95,IR,1680979126
468,san patricio,28.017,-97.5169,292.55,71,94,2.07,US,1680978893
469,mungaa,-4.9667,34.8833,289.39,64,18,2.25,TZ,1680979126
470,road town,18.4167,-64.6167,301.2,65,20,5.14,VG,1680978972
471,santa barbara,34.7333,-120.0343,290.88,66,0,3.09,US,1680978882
472,laurel,39.0993,-76.8483,285.77,36,0,5.14,US,1680979127
473,banjarmasin,-3.3244,114.591,297.23,95,76,0.68,ID,1680979127
474,altamira,-3.2033,-52.2064,303.2,70,75,1.03,BR,1680979127
475,maniitsoq,65.4167,-52.9,269.28,81,14,9.8,GL,1680979127
476,taree,-31.9,152.4667,287.07,63,0,3.7,AU,1680979035
477,mantua,45.1667,10.7833,285.98,85,100,4.47,IT,1680979128
478,quelimane,-17.8786,36.8883,296.59,93,7,2.42,MZ,1680979128
479,itarema,-2.9248,-39.9167,301.33,75,89,2.87,BR,1680978935
480,ndele,8.4109,20.6473,303.59,12,100,1.52,CF,1680978883
481,dennery,13.8996,-60.8879,302.22,74,75,9.77,LC,1680979129
482,jiwani,25.05,61.7417,297.61,68,84,3.15,PK,1680979129
483,yershov,51.3513,48.2766,279.89,57,81,3.04,RU,1680979129
484,pangnirtung,66.1451,-65.7125,250.15,77,0,3.09,CA,1680978855
485,lujiang,31.2581,117.2817,284.05,57,1,1.16,CN,1680979129
486,topeka,39.0483,-95.678,293.47,25,0,5.66,US,1680979129
487,broken hill,-31.95,141.4333,284.83,72,0,4.18,AU,1680979130
488,clinton,42.587,-82.9199,285.62,61,14,1.79,US,1680979130
489,warrnambool,-38.3833,142.4833,285.0,65,100,8.9,AU,1680979094
490,znamenskoye,57.1281,73.8282,271.85,81,72,3.93,RU,1680978926
491,gorontalo,0.5412,123.0595,296.73,93,100,1.78,ID,1680979130
492,general jose eduvigis diaz,-27.1667,-58.4167,299.17,35,0,3.34,PY,1680979130
493,linhares,-19.3911,-40.0722,302.72,61,94,3.13,BR,1680979131
494,fukue,32.6881,128.8419,286.12,44,83,5.68,JP,1680979006
495,kamenka,51.3223,42.7678,279.21,66,6,2.87,RU,1680979131
496,pevek,69.7008,170.3133,242.39,100,100,1.87,RU,1680978882
497,svetlogorsk,52.6333,29.7333,282.66,77,100,2.71,BY,1680978945
498,kem,64.9555,34.5793,273.42,98,100,2.05,RU,1680979132
499,kallosemjen,47.8608,21.9393,278.96,88,52,2.45,HU,1680979132
500,khandyga,62.6667,135.6,266.41,88,100,3.82,RU,1680978892
501,pochutla,15.7432,-96.4661,306.38,39,29,4.57,MX,1680978890
502,muros,42.7762,-9.0603,295.45,73,100,1.39,ES,1680978937
503,sovetskaya gavan,48.9723,140.2878,270.32,94,76,0.16,RU,1680979133
504,isangel,-19.55,169.2667,299.18,87,58,1.84,VU,1680978877
505,dalby,-27.1833,151.2667,288.11,63,0,3.87,AU,1680978917
506,vanavara,60.34,102.2797,261.86,95,100,2.75,RU,1680979133
507,atasu,48.6814,71.6433,272.72,63,1,4.13,KZ,1680979133
508,kahului,20.8947,-156.47,298.62,71,40,4.63,US,1680978797
509,morehead,37.2711,-87.1764,289.18,43,0,4.63,US,1680979134
510,bengkulu,-3.8004,102.2655,297.37,91,92,1.65,ID,1680978554
511,kurilsk,45.2333,147.8833,272.76,92,99,5.32,RU,1680978890
512,mayo,38.8876,-76.5119,285.43,40,0,3.6,US,1680979134
513,nanzhang,31.7765,111.8386,286.49,58,90,1.47,CN,1680979135
514,okha,53.5739,142.9478,267.62,75,98,6.39,RU,1680979135
515,makakilo city,21.3469,-158.0858,298.33,69,0,2.06,US,1680979135
516,houma,29.5958,-90.7195,295.37,91,100,4.63,US,1680979135
517,olga,43.7444,135.2892,272.6,69,0,1.93,RU,1680979135
518,xai-xai,-25.0519,33.6442,296.57,89,0,3.27,MZ,1680979135
519,ropczyce,50.0523,21.6089,280.02,91,77,2.22,PL,1680979135
520,liaqatabad,31.5647,74.3029,297.17,57,0,0.0,PK,1680979136
521,svetlaya,46.5389,138.3297,272.62,88,70,1.33,RU,1680979136
522,biloela,-24.4167,150.5,290.59,46,0,3.07,AU,1680978971
523,corpus christi,27.8006,-97.3964,292.15,86,100,5.66,US,1680978955
524,miri,4.4148,114.0089,297.23,100,40,1.54,MY,1680979137
525,itoman,26.1247,127.6694,289.16,59,1,3.6,JP,1680979137
526,nome,64.5011,-165.4064,243.19,83,0,0.0,US,1680978866
527,salazie,-21.0273,55.539,295.96,93,100,4.12,RE,1680979137
528,hambantota,6.1241,81.1185,297.34,100,20,1.54,LK,1680978901
529,teknaf,20.8624,92.3058,297.47,61,0,2.72,BD,1680979138
530,iquitos,-3.7481,-73.2472,302.17,84,75,3.09,PE,1680978888
531,puerto madryn,-42.7692,-65.0385,297.05,40,100,6.26,AR,1680979138
532,antalaha,-14.9003,50.2788,297.13,92,100,2.5,MG,1680978966
533,rincon,32.296,-81.2354,288.63,92,100,6.17,US,1680978666
534,ormara,25.2088,64.6357,297.8,65,0,4.34,PK,1680979138
535,moindou,-21.6924,165.677,296.6,81,0,1.53,NC,1680979139
536,bilibino,68.0546,166.4372,244.52,89,5,1.91,RU,1680978967
537,watertown,42.3709,-71.1828,284.58,21,0,7.2,US,1680979139
538,helong,42.5397,128.9972,273.34,43,0,2.63,CN,1680979139
539,kemi,65.8596,24.8228,273.02,86,0,1.03,FI,1680979139
540,bay-khaak,51.1667,94.5,272.01,78,100,6.17,RU,1680979140
541,nouadhibou,20.931,-17.0347,293.14,73,0,9.26,MR,1680978953
542,atambua,-9.1061,124.8925,294.95,90,100,0.66,ID,1680979140
543,beira,-19.8436,34.8389,300.2,89,0,3.09,MZ,1680978953
544,krasnyy chikoy,50.3643,108.7512,272.28,90,100,1.47,RU,1680979141
545,zhuhai,22.2769,113.5678,293.99,73,40,5.14,CN,1680979141
546,zhicheng,30.2956,111.5047,286.56,62,29,1.23,CN,1680979141
547,talas,38.6908,35.5538,280.52,71,0,1.54,TR,1680979141
548,wells,51.2079,-2.649,285.4,73,100,3.02,GB,1680979141
549,sisimiut,66.9395,-53.6735,266.33,83,91,8.17,GL,1680979142
550,jacksonville,30.3322,-81.6556,303.74,63,100,5.14,US,1680978652
551,chaadayevka,53.1427,45.9122,277.07,51,0,2.39,RU,1680979142
552,diu,20.7141,70.9822,300.2,54,15,4.13,IN,1680979143
553,santa rosa,14.3122,121.1114,301.14,78,6,4.58,PH,1680979111
554,tsaratanana,-16.7833,47.65,296.01,89,87,2.95,MG,1680979143
555,dunedin,-45.8742,170.5036,284.06,79,100,7.47,NZ,1680978747
556,talnakh,69.4865,88.3972,245.61,92,40,1.67,RU,1680978882
557,la union,-5.4,-80.75,304.95,53,78,3.47,PE,1680979144
558,nicolas de pierola,-11.95,-76.7,295.31,69,100,4.16,PE,1680979145
559,erzin,36.9559,36.2,288.62,54,100,1.02,TR,1680978944
560,bayan,46.0833,127.4,275.09,30,2,3.64,CN,1680979146
561,namatanai,-3.6667,152.4333,298.7,81,100,1.13,PG,1680979146
562,mogadishu,2.0371,45.3438,301.5,74,46,7.39,SO,1680978589
563,saint-augustin,51.226,-58.6502,269.78,37,100,7.92,CA,1680979146
564,capitao poco,-1.7464,-47.0594,299.49,90,100,2.34,BR,1680979146
565,tanabe,33.7333,135.3667,282.0,60,1,4.98,JP,1680979147
566,ngorongoro,-3.2397,35.4875,284.94,90,100,1.64,TZ,1680979147
567,povenets,62.8487,34.8262,269.49,97,20,1.08,RU,1680979147
568,miraflores,19.2167,-98.8083,296.51,28,29,1.12,MX,1680979147
569,takoradi,4.8845,-1.7554,300.9,80,80,5.89,GH,1680978956
570,prince rupert,54.3161,-130.3201,279.98,86,100,13.89,CA,1680979148
571,xucheng,20.35,110.1288,293.74,86,99,6.84,CN,1680979148
572,krasnoborsk,61.5598,45.934,270.81,96,7,1.52,RU,1680979148
573,flinders,-34.5833,150.8552,289.92,61,2,3.13,AU,1680978862
574,dwarka,22.2394,68.9678,298.44,74,41,4.3,IN,1680978876
575,cooma,-36.2333,149.1333,279.1,79,83,5.44,AU,1680979149
576,anadyr,64.75,177.4833,248.43,77,0,3.0,RU,1680978871
577,chapais,49.7834,-74.8492,274.03,72,100,5.03,CA,1680978882
578,haslett,42.747,-84.4011,286.55,45,40,2.06,US,1680979150
579,noumea,-22.2763,166.4572,298.15,99,3,2.86,NC,1680978944
580,dawlatabad,36.4141,64.9053,293.76,43,99,1.46,AF,1680979150
581,maues,-3.3836,-57.7186,302.0,72,85,1.95,BR,1680979151
582,san carlos de bariloche,-41.1456,-71.3082,295.62,30,0,3.6,AR,1680979151
583,paamiut,61.994,-49.6678,271.35,87,72,6.87,GL,1680979152
584,north bend,43.4065,-124.2243,286.99,76,75,3.6,US,1680979152
585,filingue,14.3521,3.3168,308.78,13,66,3.99,NE,1680978940
586,san felipe,10.3399,-68.7425,301.95,62,100,2.27,VE,1680978835
587,avera,33.194,-82.5271,281.88,95,100,6.76,US,1680978889
588,pathein,16.7833,94.7333,297.2,90,10,2.79,MM,1680979153
589,andros town,24.7,-77.7667,302.13,69,5,5.41,BS,1680978914
590,nadym,65.5333,72.5167,244.96,98,77,1.07,RU,1680978965
